datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2016-08-31,211.13000000000017,114.37499999999997,132.7,753.0500000000002,275.5,12.0,116.0,85.3
2016-09-30,172.96000000000004,126.21799999999995,116.7,1118.699,307.0,18.0,121.0,69.3
2016-10-31,186.7600000000001,142.0560000000001,160.15,1617.275000000001,312.0,11.0,220.0,60.9
2016-11-30,175.18000000000012,116.84999999999997,133.85000000000002,1062.6860000000004,246.0,27.0,150.0,51.199999999999996
2016-12-31,169.32000000000002,135.05600000000004,132.39999999999998,1624.3350000000003,257.0,18.0,275.0,34.9
2017-01-31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-02-28,139.69000000000003,103.51700000000001,97.0,526.3500000000001,144.0,7.0,117.0,30.6
2017-03-31,162.85000000000002,111.055,107.35000000000001,612.5000000000002,165.0,9.0,139.0,100.1
2017-04-30,155.61000000000004,101.21500000000002,100.5,540.1999999999998,132.0,9.0,209.0,122.39999999999999
2017-05-31,143.66,118.12500000000006,98.95,547.9399999999998,148.0,23.0,128.0,161.81
2017-06-30,122.33,103.00599999999999,119.6,496.1,163.0,8.0,163.0,151.89999999999998
2017-07-31,159.67,116.20600000000003,75.19999999999999,479.34999999999997,219.0,15.0,115.0,81.1
2017-08-31,170.14999999999998,112.47,84.4,549.3,239.0,12.0,75.0,60.1
2017-09-30,138.33,118.71100000000004,88.14999999999998,863.7500000000002,223.0,23.0,139.0,66.9
2017-10-31,137.64000000000001,88.737,100.39999999999999,1184.3500000000004,226.0,15.0,247.0,51.0
2017-11-30,163.85000000000005,119.78000000000003,104.45,867.8990000000001,192.0,15.0,196.0,46.599999999999994
2017-12-31,160.01000000000002,121.66300000000003,115.14999999999999,1007.1800000000001,226.0,6.0,204.0,47.1
2018-01-31,132.28,109.44599999999998,101.14999999999999,1134.325,229.0,11.0,219.0,49.5
2018-02-28,128.36,132.80400000000014,114.65000000000002,1255.3740000000007,268.0,12.0,253.0,39.06
2018-03-31,146.16,111.76400000000001,122.30000000000001,999.1230000000004,381.0,42.0,269.0,85.5
2018-04-30,170.02000000000007,107.72300000000001,84.60000000000001,836.0369999999999,289.0,21.0,229.0,197.1
2018-05-31,160.52000000000004,103.52199999999999,89.39999999999999,644.6480000000004,259.0,13.0,192.0,213.04000000000002
2018-06-30,141.18,114.22600000000004,86.80000000000001,584.343,248.0,18.0,101.0,120.8
2018-07-31,150.18,132.54900000000006,87.2,679.3499999999999,283.0,19.0,90.0,122.2
2018-08-31,140.00000000000003,114.71900000000005,88.25,733.838,253.0,20.0,159.0,103.1
2018-09-30,153.52,114.99200000000008,86.5,1058.2620000000002,263.0,12.0,205.0,88.10000000000001
2018-10-31,144.71000000000004,129.4000000000001,76.05000000000001,1129.2749999999999,287.0,25.0,353.0,76.9
2018-11-30,172.29000000000005,105.48700000000004,102.14999999999999,995.15,252.2,22.0,311.0,48.400000000000006
2018-12-31,147.71000000000004,113.02400000000011,84.75,1213.95,254.0,27.0,384.0,53.099999999999994
2019-01-31,179.70000000000007,222.35100000000017,99.69999999999999,1660.6120000000012,295.2,23.0,386.0,41.3
2019-02-28,133.73000000000002,142.15500000000014,110.19999999999996,1001.2120000000003,249.39999999999998,12.0,226.0,69.5
2019-03-31,154.52000000000004,113.11800000000004,83.35000000000001,941.05,301.4,19.0,257.0,169.49999999999997
2019-04-30,161.39000000000004,100.16500000000005,88.1,647.6500000000002,299.4,22.0,259.0,179.10000000000002
2019-05-31,168.04000000000005,97.25800000000004,104.1,703.5620000000001,265.79999999999995,26.0,322.0,135.4
2019-06-30,151.5400000000001,101.62700000000005,103.2,609.9999999999999,193.0,25.0,142.0,156.04
2019-07-31,181.0,103.54100000000005,92.8,649.8,250.60000000000002,20.0,115.0,105.2
2019-08-31,181.91000000000008,88.26900000000003,84.19999999999999,518.0999999999999,237.0,26.0,145.0,97.3
2019-09-30,161.07000000000005,111.43700000000007,93.49999999999999,984.4799999999999,227.79999999999998,16.0,161.0,109.1
2019-10-31,44.370000000000005,37.3,20.65,295.15000000000003,86.0,7.0,37.0,11.129999999999999
